time_exchange;time_coinapi;guid;price;base_amount;taker_side
2019-06-08T00:00:30.416000000;2019-06-08T00:00:30.472957034;1263;7965.93;0.023226;SELL
2019-06-08T00:00:30.416000000;2019-06-08T00:00:30.473900059;1264;7965.91;0.011006;SELL
2019-06-08T00:00:30.564000000;2019-06-08T00:00:30.590573148;1269;7965.91;0.014088;SELL
2019-06-08T00:00:30.564000000;2019-06-08T00:00:30.593061205;1270;7965.9;0.075172;SELL
2019-06-08T00:00:30.565000000;2019-06-08T00:00:30.593220932;1271;7965.9;0.00276;SELL
2019-06-08T00:00:30.566000000;2019-06-08T00:00:30.594052333;1273;7965.9;0.011326;SELL
2019-06-08T00:00:30.566000000;2019-06-08T00:00:30.594492383;1274;7965.76;0.001519;SELL
2019-06-08T00:00:30.566000000;2019-06-08T00:00:30.594986232;1275;7965.76;0.016675;SELL
2019-06-08T00:00:30.587000000;2019-06-08T00:00:30.609057928;1276;7965.76;0.011326;SELL
2019-06-08T00:00:30.587000000;2019-06-08T00:00:30.610082791;1278;7965.75;0.002764;SELL
2019-06-08T00:00:30.999000000;2019-06-08T00:00:31.040768386;1294;7965.82;0.025099;SELL
2019-06-08T00:00:30.999000000;2019-06-08T00:00:31.040768386;1297;7965.81;0.061651;SELL
2019-06-08T00:00:31.030000000;2019-06-08T00:00:31.051038536;1305;7965.81;0.00534;SELL
2019-06-08T00:00:31.437000000;2019-06-08T00:00:31.485599964;1327;7968.19;0.001611;BUY
2019-06-08T00:00:31.636000000;2019-06-08T00:00:31.658909023;1342;7967.86;1.240758;SELL
2019-06-08T00:00:31.907000000;2019-06-08T00:00:31.928864907;1349;7967.86;0.053605;SELL
2019-06-08T00:00:32.078000000;2019-06-08T00:00:32.162946421;1369;7967.86;1.6;SELL
2019-06-08T00:00:32.120000000;2019-06-08T00:00:32.219978980;1371;7967.86;0.625;SELL
2019-06-08T00:00:32.159000000;2019-06-08T00:00:32.254207281;1373;7967.86;0.16407;SELL
2019-06-08T00:00:32.525000000;2019-06-08T00:00:32.563551650;1379;7967.86;0.011;SELL
2019-06-08T00:00:32.731000000;2019-06-08T00:00:32.753736315;1389;7968.12;0.040262;BUY
2019-06-08T00:00:33.136000000;2019-06-08T00:00:33.244364789;1426;7968.18;0.001412;BUY
2019-06-08T00:00:33.462000000;2019-06-08T00:00:33.510031268;1437;7967.86;0.001147;SELL
2019-06-08T00:00:33.462000000;2019-06-08T00:00:33.511364318;1438;7965.22;0.025099;SELL
2019-06-08T00:00:33.462000000;2019-06-08T00:00:33.512381775;1439;7965.21;0.00534;SELL
2019-06-08T00:00:33.462000000;2019-06-08T00:00:33.512984147;1440;7965.01;0.012359;SELL
2019-06-08T00:00:33.462000000;2019-06-08T00:00:33.513704492;1441;7965;0.005;SELL
2019-06-08T00:00:33.462000000;2019-06-08T00:00:33.514302077;1442;7964.7;0.002288;SELL
2019-06-08T00:00:33.462000000;2019-06-08T00:00:33.514784304;1443;7964.06;0.03;SELL
2019-06-08T00:00:33.462000000;2019-06-08T00:00:33.515264562;1444;7964.04;0.002201;SELL
2019-06-08T00:00:33.462000000;2019-06-08T00:00:33.516286098;1446;7964.04;0.006107;SELL
2019-06-08T00:00:33.462000000;2019-06-08T00:00:33.516591982;1447;7963.63;0.001305;SELL
2019-06-08T00:00:33.462000000;2019-06-08T00:00:33.517249980;1448;7963.15;0.011182;SELL
2019-06-08T00:00:33.462000000;2019-06-08T00:00:33.517905045;1449;7963.06;0.002764;SELL
2019-06-08T00:00:33.462000000;2019-06-08T00:00:33.518382744;1450;7963;0.001506;SELL
2019-06-08T00:00:33.462000000;2019-06-08T00:00:33.519093294;1451;7962.95;0.030455;SELL
2019-06-08T00:00:33.462000000;2019-06-08T00:00:33.519516887;1452;7962.53;0.030296;SELL
2019-06-08T00:00:33.462000000;2019-06-08T00:00:33.520344236;1453;7961.86;0.008007;SELL
2019-06-08T00:00:33.462000000;2019-06-08T00:00:33.520997645;1454;7961.86;0.012949;SELL
2019-06-08T00:00:33.558000000;2019-06-08T00:00:33.587566419;1457;7963.99;0.004141;BUY
2019-06-08T00:00:33.558000000;2019-06-08T00:00:33.588155821;1458;7964;0.140989;BUY
2019-06-08T00:00:33.663000000;2019-06-08T00:00:33.683691606;1462;7964;0.003;BUY
2019-06-08T00:00:33.668000000;2019-06-08T00:00:33.691059234;1463;7964;0.001145;BUY
2019-06-08T00:00:33.668000000;2019-06-08T00:00:33.691869858;1464;7968.01;0.002999;BUY
2019-06-08T00:00:34.131000000;2019-06-08T00:00:34.232572523;1480;7963.99;0.001366;SELL
2019-06-08T00:00:34.131000000;2019-06-08T00:00:34.232572523;1481;7962.39;0.011054;SELL
2019-06-08T00:00:34.405000000;2019-06-08T00:00:34.465691722;1489;7965.16;0.153239;SELL
2019-06-08T00:00:35.039000000;2019-06-08T00:00:35.061382093;1521;7962.54;0.024577;SELL
2019-06-08T00:00:35.219000000;2019-06-08T00:00:35.287164597;1528;7966.95;0.008007;BUY
2019-06-08T00:00:35.219000000;2019-06-08T00:00:35.287823798;1529;7966.96;0.012949;BUY
2019-06-08T00:00:35.219000000;2019-06-08T00:00:35.288470902;1530;7966.97;0.02186;BUY
2019-06-08T00:00:35.370000000;2019-06-08T00:00:35.429523467;1533;7965.16;0.117707;BUY
2019-06-08T00:00:35.479000000;2019-06-08T00:00:35.525139627;1535;7965.16;0.011536;BUY
2019-06-08T00:00:35.483000000;2019-06-08T00:00:35.527310211;1536;7962.57;0.025109;SELL
2019-06-08T00:00:35.483000000;2019-06-08T00:00:35.528163335;1537;7962.56;0.041891;SELL
2019-06-08T00:00:36.140000000;2019-06-08T00:00:36.253117026;1562;7965.13;0.023226;BUY
2019-06-08T00:00:36.140000000;2019-06-08T00:00:36.253117026;1563;7965.13;0.03903;BUY
2019-06-08T00:00:36.140000000;2019-06-08T00:00:36.253117026;1564;7965.14;0.147728;BUY
2019-06-08T00:00:36.140000000;2019-06-08T00:00:36.253117026;1565;7965.15;0.034499;BUY
2019-06-08T00:00:36.996000000;2019-06-08T00:00:37.040699547;1601;7964.06;0.139788;BUY
2019-06-08T00:00:37.036000000;2019-06-08T00:00:37.058373757;1606;7965.11;0.005981;BUY
2019-06-08T00:00:37.104000000;2019-06-08T00:00:37.448720882;1608;7962.59;0.025109;SELL
2019-06-08T00:00:37.104000000;2019-06-08T00:00:37.448720882;1609;7962.58;0.042168;SELL
2019-06-08T00:00:38.935000000;2019-06-08T00:00:38.960075558;1691;7961.8;0.008013;SELL
2019-06-08T00:00:38.935000000;2019-06-08T00:00:38.960651307;1692;7961.78;0.025109;SELL
2019-06-08T00:00:38.935000000;2019-06-08T00:00:38.961625020;1693;7961.77;0.110872;SELL
2019-06-08T00:00:38.935000000;2019-06-08T00:00:38.962476623;1694;7961.57;0.020088;SELL
2019-06-08T00:00:38.935000000;2019-06-08T00:00:38.963409435;1695;7961.13;0.001308;SELL
2019-06-08T00:00:38.935000000;2019-06-08T00:00:38.964077217;1696;7961.02;0.023236;SELL
2019-06-08T00:00:38.935000000;2019-06-08T00:00:38.965093142;1697;7961;0.125612;SELL
2019-06-08T00:00:38.935000000;2019-06-08T00:00:38.966023977;1698;7960.99;0.001323;SELL
2019-06-08T00:00:38.935000000;2019-06-08T00:00:38.966915864;1699;7960.97;0.014228;SELL
2019-06-08T00:00:38.935000000;2019-06-08T00:00:38.967566237;1700;7960.5;0.150586;SELL
2019-06-08T00:00:38.935000000;2019-06-08T00:00:38.968396266;1701;7960.5;0.143907;SELL
2019-06-08T00:00:39.210000000;2019-06-08T00:00:39.335616141;1720;7962.13;0.112593;BUY
2019-06-08T00:00:39.357000000;2019-06-08T00:00:39.416041942;1734;7964.84;0.001448;BUY
2019-06-08T00:00:39.503000000;2019-06-08T00:00:39.536405973;1746;7960.99;0.001449;SELL
2019-06-08T00:00:39.503000000;2019-06-08T00:00:39.537210950;1747;7960.97;0.009534;SELL
2019-06-08T00:00:39.812000000;2019-06-08T00:00:39.833707524;1761;7964.51;0.01;BUY
2019-06-08T00:00:40.321000000;2019-06-08T00:00:40.371085055;1777;7960.97;0.015574;SELL
2019-06-08T00:00:40.460000000;2019-06-08T00:00:40.501391394;1780;7960.97;2e-06;SELL
2019-06-08T00:00:40.460000000;2019-06-08T00:00:40.502055440;1781;7960.36;0.002764;SELL
2019-06-08T00:00:40.460000000;2019-06-08T00:00:40.503022840;1782;7960.14;0.005319;SELL
2019-06-08T00:00:40.594000000;2019-06-08T00:00:40.617068159;1787;7960.16;0.002932;SELL
